holding_code
Other
AP
SCHHGCA LX EQUITY
USD DEU_1US-OPP
ABNAZ2A LX
ABCAZ2A LX
ABGCOZU LX
ABCNGZU LX
ABEEZAE LX
SAVHSB1
ABGDDZG LX
SHENZAU LX
ABEMZZU LX
AGBZUHU LX
AGINZUS LX
AGLTEZ2 LX
AETJZ2A LX
ABGZUDA LX
ABEMKZA LX
GSB
JREGLN
ALLIGAMLX
AHYGSP
AIA-IC
AIA-TEQ
AIA-ST
AIA-THDIS
IVVUS
JREULN
SXXPIEX GY
FCD-EUR-AAA
FCD-USD-AAA
FCD2-USD-AAA
EEM US
ACWI US
AIFD US
FCD-USD-AIEQRMF
FCD2-USD-BRIC
TEMBRAC LX
FCD-EUR-CHINABOND
FCD-USD-CHINABOND
UBFIRUI LX
FCD-USD-DEQ TESGX
FCD-EUR-DIGIBLOC
FCD-EUR-DIGISSF
FCD-EUR-DIGIRMF
FCD2-USD-DISRUPT
FCD-USD-DISRUPTRMF
FCD-USD-EVOSSF
FCD-USD-EVORMF
FCD-EUR-FFPLUS
JPEA LN-FF
FCD2-USD-FFPLUS
CMRY IJ
FCD-IDR-FLEX
FCD-MYR-FLEX
FCD-PHP-FLEX
FCD-VND-FLEX
ERAA IJ
FCD-USD-FLEX
FPT VN
MBB VN
NLG VN
CTG VN
PBIGEGI ID
ARKG US
FCD2-USD-IHEALTH
FCD2-USD-INDIA
INIEPIU ID
FCD-USD-INDIARMF
PARJSCI LX
FCD2-USD-LEGACY
WELLSPRING GBL
FCD-USD-MAG7
FCD-USD-PHF-UI
NUKZ US
FCT SP
FCD-SGD-PROPIN
SYNEX
FCD-EUR-TOPBRANDRM
FCD-USD-TOPBRANDRM
FCD-VND-VIET
DGW VN
HPG VN
TCB VN
VCI VN
VHM VN
VIC VN
VND VN
FCD-VND-VIETEQ-AI
FCD-VND-VIETRMF
FCD-EUR-ASP-X
FCD-USD-ASP-X
DIMUFCH LX-GI
FCD-CHF-GIPLUS
FCD2-USD-GIPLUS
ALI PM
AMRT IJ
BBNI IJ
BPI PM
CICT SP
CIMB MK
GOTO IJ
ICT PM
MDIY IJ
OCBC SP
PBK MK
PGOLD PM
SAB VN
SE US
ST SP
TNB MK
RLC PM
UOB SP
IVASCAD LX
WEATSUA LX
ALCPTUA
INIEPIU
ALACEPT
B-CNNEXT
CQQQ US
B-CHINE-EQ
AWEMIUA
CLOA US
EMB US
GAMCOIU ID
ERNA LN
B-DYNAMIC BOND
BGFFTD2 LX
ALGAATU LX
SBUX US
B-FUTURE
LEGIISU
WELGDGA LX
WGIUSAU
AXUHYIU:LX
DVY US
MPACT SP
B-INCOME
KIMDCLJ
FFGTYAU
MLT SP
SASSR SP
PGTOIAU LX
PPGPMBI LX
SPDR SP
PFLCLNI LX
PIEMSIE LX
B-SIP
IWM US
JPUSGIU
ACV-D VN
ACV VN
BMP VN
GMD VN
CTR VN
IDC VN
IDC-D VN
PC1 VN
PNJ VN
PVI VN
PVS VN
PVT VN
SSI VN
TLG VN
TV2 VN
VCB VN
VEA VN
VNM VN
B-VIETNAM
VEPF VIIIVE
WGHCEPA
DBRC
IGSU LN
B-ASEAN
B-ASIA
B-GLOBAL
B-INNOTECH
BFIXED
KTILF
2827
BNPFAIU LX
USD ALPHABONDS
USD BHARAT
MAIMRCU LX
MACSMCI LX
USD WE-CHIG
USD WE-CANAB
USD CHINATECH
ARKW US
USD WE-CYBER
ALACSRT LX
USD CYBERSECURE
USD DAPP
USD DEFENSE
USD WE-DEWORLD
SXXPIEX GR
EL FP
EUDF GR
PSI US
USD WE-EVOSEMI
USD DAOL-FXALPHA
USD WE-GEDUCATION
GMOQIDQ ID
EUR GIHEALTH
HKD DAOL-GIHEALTH
USD WE-GIHEALTH
USD WE-GOLDRMF
OMGSIAU ID
